geneNames	GSM610737	GSM610738	GSM435828	GSM435833	GSM610718	GSM610690	GSM435823	GSM435824	GSM435825	GSM435826	GSM435827	GSM610691	GSM435821	GSM435822	GSM610695	GSM610696	GSM610717
LINC01349	0.018533353	0.103988224	0.299280576	0.386564537	0.976605987	0.256149937	0.164888513	0.089413359	0.045917881	2.200120509	0.439894407	0.335253588	0.284528456	0.247910165	0.086257555	0.043967725	0.455104652
LINC01350	0.160534905	0.179284403	0.180428353	0.293889265	0.671168768	0.171747626	0.204993751	0.334502081	0.087129441	0.403777988	0.351731657	0.256659298	0.360904891	0.168604953	0.215568987	0.082309083	0.134816184
LINC01351	3.457975372	1.926227425	2.970351492	2.483634435	3.001068304	2.434723242	4.205515362	3.700369772	5.85650715	3.401942835	3.286417006	6.073434143	3.92936855	3.891910611	4.912460582	4.544827787	4.785396633
LINC01352	0.076559715	0.073460367	0.138129496	0.561886827	0.57591944	0.424203733	0.434805418	0.226562398	0.038849454	0.250428316	0.224186421	0.233689211	0.435044733	0.217199552	0.065847127	0.471991692	0.465804937
LINC01353	0.626461942	0.322350756	0.814126785	0.361484133	0.238840237	0.787009658	1.173665185	0.231408579	0.650307953	0.935754189	0.095018514	0.721681394	0.356479874	0.544667887	0.620247794	0.693409	0.439790541
LINC01354	0.060792198	0.23011303	0.528011185	0.695606551	-0.080629381	0.397204243	0.50665261	0.235001618	0.225139289	0.317616418	0.394961739	0.485197189	0.017226148	0.220060429	0.125432282	0.200711833	0.405468214
LINC01359	0.579263353	0.088738474	0.569614855	0.40988303	0.589190236	0.408134844	0.40214883	0.07152137	0.133100281	0.163805577	0.223939999	0.014026835	0.043065369	0.136609807	0.047084215	0.305431039	0.160523567
LINC01360	0.163429492	0.020928905	1.002375717	0.55675544	0.358579422	0.256461643	0.226424691	0.249235956	0.218762041	0.006871578	0.156087655	0.511242686	0.531713791	0.193156338	0.256214611	0.214097157	0.479057553
LINC01361	5.37640966	2.427561372	4.945933566	4.324833305	2.84902633	5.996264492	5.658147176	5.589472841	8.153428671	10.66683489	2.896460288	8.700951089	12.49350326	7.207886185	8.632445411	6.267909543	7.789229325
LINC01362	-0.373121004	0.13822365	0.260143955	0.14905801	0.498128501	0.720304988	0.916203977	0.273418606	0.247275947	0.080167594	0.193501798	0.001039828	-0.046893387	0.269598739	0.153216954	0.040078205	0.163567455
LINC01364	0.279785692	0.143990716	1.199897075	0.1677783	-0.043447095	0.170289516	1.095509916	0.127819948	0.184734712	0.494005675	0.197480945	-0.085981546	0.366501167	0.280884491	0.219012025	0.074080242	0.288295823
LINC01366	0.019199497	0.172004732	0.283971378	-0.012588935	-0.565189565	0.338087246	0.743724977	0.510330162	0.368498739	-0.043440598	0.124558374	0.12391457	0.292644217	0.21463355	0.13141532	0.040909524	0.514166826
LINC01370	11.74517173	6.805936097	23.68637309	1.978575459	4.810022944	13.97614405	1.353427503	1.401103507	13.41625655	12.43619089	-0.026772199	2.177022025	19.80112863	1.918317414	2.909808372	3.41593583	8.544287194
LINC01386	0.322451074	0.115527415	0.408858968	0.248383162	0.448167415	0.144025959	0.125020338	0.42556166	-0.01783577	0.278453212	0.250228755	0.519445655	0.390522386	0.242784126	0.106671261	0.295728607	0.168339941
LINC01389	-0.078672026	0.275965747	-0.016326509	0.068266483	0.522997006	0.301939486	0.434542738	0.103554383	0.302781119	0.542085575	0.099983956	0.091225451	0.296111474	0.335667902	0.100548945	0.2555648	0.256544522
LINC01391	1.373013736	0.55724981	1.083806978	0.742226501	0.224697486	0.310541496	0.800121268	0.505339228	0.851568338	0.869118477	0.377424376	0.838629825	0.359452315	0.712086975	0.747895923	0.587966793	1.071054503
LINC01395	0.801732095	0.256224668	0.704856115	0.416121123	0.655766048	0.379550763	0.699071321	0.435843987	0.255092631	0.424275638	0.165636092	0.365768098	0.466119272	0.532461479	0.542360038	0.28356659	0.605192765
LINC01396	0.602441988	0.390028038	0.080354232	0.298972169	0.667014524	0.386944628	0.443420633	0.211046496	0.457917906	0.656983279	0.367159875	0.61185203	0.514487643	0.335920133	0.195495946	0.322876887	0.228956833
LINC01398	0.291108642	0.209485795	0.434986581	-0.171429402	0.501306433	-0.053286626	0.233232135	0.250389821	0.388910334	0.238212313	0.371102627	0.080987985	0.292506747	0.117632739	0.22232256	0.138345124	0.19094172
LINC01405	0.133847519	0.211990516	0.427237663	0.301156767	0.428055879	0.340390809	0.644762727	0.307345197	0.28537232	0.737541792	0.220588204	0.101134779	0.220224532	0.055294403	0.022578378	0.09255686	0.134267826
LINC01410	6.078058314	6.337884049	3.949393688	4.832284715	3.581542554	4.651819954	1.386715799	3.650038379	4.313132674	2.870274895	3.49230352	4.185510685	3.087370734	3.015617332	3.843905849	4.34919826	2.646886764
LINC01411	1.088763045	0.119941487	0.976567418	0.708131343	0.364573314	0.873999624	-0.316673252	1.311181017	1.387746758	1.634437367	1.471731526	0.686387184	0.476156731	0.489454336	0.277549191	0.52704839	0.487386934
LINC01412	0.493427797	0.309835505	0.891051807	0.173825719	0.243795802	0.209889829	1.061401713	0.626762585	0.397004407	0.666393122	0.350546026	0.324852446	0.307030795	0.545900587	0.104267987	0.274312576	0.263874372
LINC01413	14.27805949	9.898174972	19.9340996	23.14865887	16.72523988	5.208803719	4.597769442	7.340423095	7.949099703	7.486929637	6.770504208	12.93619008	12.38780912	10.31514303	12.18875734	8.533502323	8.958114148
LINC01416	0.51914391	0.278239923	-0.089093413	0.127750979	1.07347126	0.393553126	0.542113704	0.562771291	0.441639612	0.280146029	0.385480177	0.420017235	0.685499398	0.672499985	0.425213609	0.317609978	1.053926713
LINC01419	0.322753348	0.069483854	0.572302158	0.337826387	0.028211309	0.781815937	0.716107053	0.145805389	-0.097340475	0.392964365	0.387136588	0.366401697	0.387014125	0.114033548	0.265433944	0.177512599	0.201808694
LINC01420	0.370737669	0.478303047	0.219013286	0.298169513	0.704806467	0.803790486	2.531655104	0.442857444	0.391973798	0.398027703	0.202136199	0.852553969	0.777818418	0.803871543	0.510059256	0.728446119	1.351754206
LINC01424	2.219927959	1.49093357	1.94168868	2.079277918	2.456257445	2.548412264	3.240486461	2.198437165	2.202717592	2.421333172	2.259489219	2.286706843	2.29827657	2.316839722	1.888876439	1.940157406	2.791323773
LINC01425	0.206127325	0.191198957	0.361796032	0.327921658	0.214751883	0.411977287	-0.025115588	0.378802925	0.194633875	0.346600524	0.139134275	0.161975871	0.048772766	0.196014151	-0.055294064	0.291399887	0.442170313
LINC01426	0.272139005	0.220095679	-0.027162489	0.091210396	0.428906849	0.285205196	0.245694829	0.056267798	0.066969343	0.432181744	0.481520016	0.24853087	0.795442651	0.244923294	0.265938748	0.059551879	0.168892253
LINC01427	0.289445234	0.191843531	0.220239785	0.242201445	0.305326867	0.384334943	1.017524102	0.09614341	0.086791795	0.530087837	0.253262855	0.28455866	0.201428512	0.226854306	0.073863311	0.141673824	0.344218601
LINC01428	0.474748115	0.099788908	0.203044908	0.086604676	-0.335780827	0.48359748	0.855713022	0.044784602	0.432781513	0.021530781	0.137210818	0.416276181	0.676806287	0.120066136	0.620148976	0.308508467	0.481675314
LINC01430	46.31132403	12.24865655	27.4995054	22.52265778	25.26563588	59.87115435	80.3494713	49.12327118	44.93550139	62.84440897	53.69042782	128.686655	117.4668079	91.84365119	70.01666372	80.29368419	108.2213131
LINC01431	0.103659797	0.183679429	0.878719017	0.698003871	0.207750016	0.008792715	1.125440727	0.072693815	0.355722117	0.572625669	0.37951358	0.105022845	0.490438563	0.172789781	0.283606846	0.168298752	0.579842846
LINC01432	0.233764049	0.384505389	0.437480328	-0.187740346	0.429408588	0.527498178	0.577382849	0.368315392	0.146396963	0.051860474	0.266342785	0.340060599	0.456492911	0.099005601	0.271578506	0.168249169	0.32728602
LINC01433	0.130949476	0.167390696	1.573436797	1.063763491	0.451123517	0.3665979	0.570397452	0.711634244	0.311630393	0.313035307	0.68076413	0.209649618	0.164167268	0.266725448	0.199388802	0.205334889	0.198833829
LINC01435	0.009845834	0.304724511	0.499534552	0.515191209	0.464268411	0.204836966	0.910708934	0.363469073	0.014958076	0.722599142	0.075384669	0.06219486	-0.038471668	-0.038741301	0.213737668	0.199739206	0.157807183
LINC01436	0.302680081	0.068968731	0.7328536	0.581642665	0.558813842	0.664966935	0.262716814	-0.02892914	0.070075939	0.048969386	0.184849883	0.222672218	0.202219954	0.063649469	0.210550214	0.023861392	0.251838304
LINC01442	0.055038178	0.112635412	0.244143787	0.799128015	0.439534053	0.30200133	1.118989188	0.103178358	0.153520703	0.228376601	-0.039397651	0.146792663	0.602915166	-0.017200165	0.069937998	0.388381735	0.141965325
LINC01444	-0.076225892	0.044693862	0.415325357	0.398871847	0.458013345	0.419714918	0.45760662	-0.066635951	-0.099999976	0.305400415	0.275930194	0.215532446	-0.002778458	0.196742792	0.107935793	0.130151051	0.379819071
LINC01445	1.038273998	0.282432265	0.190695608	0.310136944	-0.299187587	0.171701604	0.689799781	0.276577248	-0.189513647	0.348397494	0.22174525	0.213756476	0.313099479	0.522857027	0.240415866	0.032816724	0.637973435
LINC01448	0.355434679	0.007943215	0.721942446	0.758518152	0.03008262	0.389717301	0.877158834	0.328078729	0.222969015	-0.095437553	0.006944704	0.126392863	0.303467335	0.190889079	0.106625507	0.128937489	0.197227462
LINC01449	0.699199064	0.203787478	0.472277217	0.570212802	0.027539076	-0.226605089	0.562896442	0.157146882	0.06654508	0.127018817	0.376558032	0.294402616	0.229107816	0.139184354	0.010325491	0.0840055	0.130890082
LINC01467	214.7510886	98.10348483	253.7642311	182.30556	270.4260362	33.9311591	62.98837233	53.33846532	126.7608057	47.33773381	47.14863237	89.30253617	148.5639156	110.1890871	262.4907167	74.8735676	90.62983723
LINC01468	0.70810172	0.121259455	0.61530428	0.149267725	0.885207386	0.043377189	0.944300024	0.088020872	0.301636138	0.218706028	0.535586374	0.486207043	0.327904777	0.275081965	0.163205342	0.065166658	0.324008936
LINC01473	0.482753564	0.329138948	0.466923336	0.287499211	0.091242346	0.299122135	0.923630507	0.371664958	0.244471337	0.01717877	0.341337727	0.110451723	0.437199579	0.42304701	0.104182089	0.321620723	0.534031371
LINC01474	3.268494292	3.874272516	2.347293025	2.475239557	3.453506685	2.292312383	1.261761818	1.535801033	2.264634612	1.388044762	1.674198234	2.344087493	1.400342336	1.51507857	2.361962413	2.8367317	1.379986718
LINC01477	0.230873517	0.232550994	0.376576903	0.221265488	0.145560207	0.336698324	0.926790669	0.600956036	0.225757148	0.128268115	0.593013473	0.322147867	0.363389679	0.090592093	0.154906694	0.259395387	0.232236314
LINC01478	0.525360956	0.401834486	1.095123862	0.475495625	0.681941547	1.051612474	0.44976595	0.655253999	0.773764452	0.58960697	0.3566488	0.455900872	0.436951448	0.074773435	0.369514945	0.248198161	0.608744867
LINC01482	0.367973936	0.65872151	0.441658119	0.78693571	0.91475267	0.780790223	0.603707367	0.363469073	0.215695929	0.613854787	0.298807408	0.470050069	0.70470599	0.422943425	0.900713192	0.700936503	2.114659485
LINC01485	36.52648772	70.34068036	2.867337848	12.692656	8.754702728	26.85435822	23.02441078	48.50881233	31.2119836	24.92943465	12.20884335	25.66681404	33.03887843	108.8454433	35.5429503	45.85341971	39.68712359
LINC01487	31.17565656	27.91899604	36.64201045	35.75172909	35.75598312	30.41004541	54.20195893	37.3533688	42.438648	41.57262357	32.94376634	44.8502746	41.30003372	41.89689945	43.64263263	43.70187087	56.05739158
LINC01490	1.656449851	1.012240175	1.730839352	1.058268798	0.719446835	1.558347971	0.885237441	1.805135077	1.755053088	2.359619685	2.390482923	0.869261669	1.965469638	1.570464628	1.48770867	1.529689779	2.209530639
LINC01491	2.14008019	2.092321191	1.447057315	0.782707578	1.345618513	4.435738923	3.481768961	3.504492755	4.272872028	3.539837048	3.206920804	2.820986663	2.793177409	2.807488548	3.074763892	2.856413648	3.387661808
LINC01492	0.460375986	0.170598419	0.578060833	0.336556486	0.216697512	0.176785908	0.716700645	0.294559777	0.144354693	1.312366068	0.186134664	0.429169058	0.144904339	0.204592939	0.236522967	0.170896857	0.225710506
LINC01493	0.495519076	0.096417191	0.745643407	0.244382284	0.09504792	0.536190783	0.805223914	0.222624807	0.108835716	0.142774585	0.250597554	0.386600454	0.37843693	0.046999634	0.265187087	0.08131578	0.139513414
LINC01502	1.055366893	0.114661416	0.201168011	0.393825649	0.195569257	0.280867581	0.55393007	0.166624054	0.14943483	-0.050548964	0.12268496	0.264199679	0.634834243	0.220576257	0.168305506	0.081230178	0.110233198
LINC01503	0.541327836	0.130889754	0.523649674	0.154420534	0.540820364	0.495306312	1.070736987	0.199510474	0.332145553	0.231664113	0.223014589	0.250643016	0.52780613	0.332383013	0.296901735	0.27589745	0.560742958
LINC01504	0.281559072	0.292478127	1.211423674	0.300293602	0.565353314	0.24872546	0.84867089	0.1862779	0.066040554	0.541322086	0.200791492	0.102984995	0.414471583	0.006134964	0.176383703	0.158229618	0.251869821
LINC01505	0.191599852	0.166213369	0.756184662	0.119573333	1.038022765	0.300683147	0.575483103	0.313492076	1.620170548	0.341428055	0.040547721	0.258175065	0.510299258	0.070438752	0.175677418	0.119276343	0.179693318
LINC01506	3.18227233	1.044039094	1.217841586	1.236598763	1.269790315	1.791634365	2.398800718	1.530945147	1.799796448	1.777516544	2.8278015	4.20860062	2.79882527	2.095828811	1.498328599	1.750618238	1.564737485
LINC01508	0.377751864	0.149199662	0.642190662	0.375456137	0.623136886	0.233057424	1.23302394	0.170596031	0.34450356	0.154047454	0.007707171	0.240298322	0.592314419	0.112576266	0.112858867	0.188205041	0.522812207
LINC01510	0.527866884	0.228297107	0.588546819	0.187369022	0.17853298	0.353261558	0.538344704	0.165264844	0.170048141	0.293947902	0.388757514	-0.121481928	0.211411823	0.1020356	0.164748934	0.25126749	0.178701936
LINC01511	0.122401677	0.280511417	0.935929069	0.034193626	0.198544469	0.019239934	1.053115411	0.187596901	0.2353495	0.166061444	0.482403799	0.171899594	0.424243958	0.242392277	0.321622413	0.172822049	0.269495758
LINC01512	0.020922398	0.345347128	0.584225003	0.202165104	0.512963345	0.199123872	0.582196072	0.305644486	0.098404252	0.156832119	0.295271214	0.344988493	0.144226799	0.560575297	0.093519431	0.255621166	0.339266965
LINC01514	0.666132229	0.630098866	0.593637239	0.115841051	0.290510759	0.595176024	1.018814509	1.174089518	0.709574416	0.900765097	1.015459381	0.37478461	0.071596176	0.194361872	0.418707113	0.572164948	0.314136101
LINC01516	0.940113121	0.900779023	1.097776388	0.327563614	3.224796035	1.397247266	1.036598292	1.495792591	1.170540663	1.369077585	0.995472507	0.972963086	0.932508755	1.197153021	1.136854101	1.008034394	1.128311147
LINC01517	22.14143531	17.40308639	23.79214254	20.92310236	22.24012213	20.24409786	44.75882772	21.48405039	24.42415314	29.3880189	21.1989061	29.57463711	29.93224406	26.04525941	24.80029313	23.86558562	30.94163897
LINC01520	0.278914026	0.093876831	0.711491471	0.31111762	0.405261405	0.08694136	0.935929995	0.29114241	0.005529898	0.465735602	0.335539303	0.028674254	0.358095088	0.116472588	0.2201911	0.101554662	0.212854338
LINC01522	15.09942947	9.931641967	13.86230469	12.1632703	10.14985403	7.270323355	6.238006369	5.84528938	7.261047028	6.667271773	6.145276476	12.06203316	8.02738478	9.2707497	10.46840749	7.724145088	7.522687221
LINC01523	0.366042809	0.109248751	0.736983265	0.238573645	0.472352445	-0.088631439	0.084969462	0.149104901	0.228660851	0.03756423	0.244478858	0.317839965	0.067182002	0.244523223	0.146743481	0.117377578	0.42546158
LINC01525	0.339046089	0.127165936	0.369578673	0.254948982	0.910608731	0.271107688	0.345707051	0.132559366	0.086382949	0.692322923	0.203732331	0.074526181	0.25999468	0.115343473	0.27623317	0.179459169	0.360960168
LINC01526	0.486977286	0.321802446	0.648688666	0.355476803	1.168990942	0.342273456	0.542199931	0.067704961	0.234105073	0.237430126	-0.091842324	0.293529322	0.225625051	0.560266315	0.372635532	-0.008532659	0.07486916
LINC01527	1.839201733	2.220135534	2.436008459	1.729982832	1.926659515	1.486696132	3.871422605	4.237010831	1.71472183	1.73037069	1.569060494	2.410022027	2.3430481	2.047811869	1.685606187	2.053842347	2.239459753
LINC01530	2.782415114	2.086575049	3.466040215	3.17998188	2.979121428	2.651170997	3.843116613	2.861439617	2.390008005	3.126737117	3.112632609	1.937156357	3.238874802	2.335397614	2.704261017	2.569827773	3.749476268
LINC01532	0.64373557	0.868291422	1.137901515	0.279090552	0.743617626	0.50175089	0.180571854	0.58348146	0.210051639	0.591807179	0.485506897	0.552225732	0.526883328	0.341882953	0.558476571	0.447634142	0.68537468
LINC01534	7.538874339	5.721189004	5.905895206	6.942451299	6.50043298	5.088691629	9.930282992	5.84689553	6.527501088	6.174398488	5.296900481	6.331997247	8.217358151	6.711867391	6.391423086	6.581821419	7.789714411
LINC01535	0.452830257	0.262771049	0.141316146	0.26968656	0.336680323	0.143716219	0.184234382	0.21883405	0.27230348	0.331134407	0.245680336	0.19121855	0.2755859	0.300340388	0.32129763	0.315240373	0.39307025
LINC01538	0.185758094	0.263097628	0.473997794	0.607273039	0.456473654	0.451846077	0.755511601	0.308948712	0.262234023	0.182501365	0.133651119	0.138662658	0.594876288	0.308116265	0.240483992	0.017951883	0.225224382
LINC01539	-0.05459949	0.011798017	1.049880213	0.037078527	0.75451762	0.036870662	0.58639171	0.261334214	0.111426723	0.422652196	0.208701412	-0.029465809	0.198639014	0.09571386	0.225715212	0.183553012	0.028923472
LINC01541	0.381441347	0.098746245	0.335106368	0.22509674	-0.112348743	0.017751108	0.184811979	0.265058141	0.309653243	0.288494257	0.402069611	0.389045125	0.354545428	0.318755276	0.132409236	0.054661155	0.129084672
LINC01543	-0.223934139	0.345023385	0.753956835	-0.185521171	0.32640516	0.247424651	1.806934711	0.443322068	0.367232775	0.368344852	0.335412984	0.213854976	0.316530462	0.181926369	0.34896776	0.508978378	0.560685318
LINC01545	0.103269485	0.705780218	0.917805755	0.924367922	0.577547188	0.493415909	0.572346685	0.298347485	0.262687709	0.754691204	0.309369132	1.128123281	0.538186739	0.527938569	1.334879552	0.797344362	0.880386602
LINC01546	0.100783088	0.211963346	0.717364546	0.685526183	0.343075905	0.381649556	1.087397818	0.198726464	0.166755835	0.327655192	0.282081798	0.312766637	0.230714028	0.337281569	0.198558994	0.165620258	0.262513125
LINC01548	0.17519804	0.287311642	0.24917484	0.498627454	0.89554269	0.522850511	0.252544513	0.453307679	0.232925491	-0.003053957	0.264603576	0.1758482	0.210733144	-0.012016005	0.159511067	0.325198456	0.465818957
LINC01550	0.170401922	0.088924489	0.843214296	0.293130456	0.781674865	0.1831553	1.440317706	0.42414491	0.27657071	0.552774599	0.439617504	0.334356926	-0.239384074	0.13966689	0.168405459	0.147521109	0.396970827
LINC01551	0.770183239	0.276323751	0.615624122	0.187198895	0.32609059	0.655105898	0.474996632	0.268498178	0.098043482	0.172798201	0.505102756	0.231123904	0.17544538	0.065323312	0.205662307	0.224144496	0.319116797
LINC01553	0.02813881	0.13912	0.747205205	0.447013172	0.434772589	0.235655112	0.29093383	0.104654036	0.062253018	0.680209849	0.520827135	0.390769035	0.106669586	0.135343089	0.220026802	0.158517303	0.503066537
LINC01556	0.392356558	0.623329528	0.556788163	0.38096887	0.186224691	0.826530958	1.374981036	0.942128409	0.616539184	0.494593364	0.951752387	0.478670507	0.257256438	0.379419647	0.231109437	0.422019308	0.549561661
LINC01560	0.042993497	0.813278117	0.14911723	0.313678553	0.884631829	0.311937243	1.082546355	0.645936416	0.875300015	0.440921765	0.194390434	0.949794026	0.707073219	0.510871493	0.287786199	0.650791864	0.27652243
LINC01561	4.623794661	4.608022986	7.046466108	6.53859414	5.945467429	3.377160534	2.40030182	2.992205791	3.002675977	3.685379871	2.942831909	2.861942051	3.017267415	3.188315177	3.06992407	3.301187328	2.978749462
LINC01563	0.078865229	0.353399101	0.016726619	0.179509331	-0.271151643	0.308384995	-0.035830496	0.447066932	0.044348401	-0.105047137	0.366024362	0.068447239	0.455182209	0.287993959	0.274114629	0.214368051	0.749018265
LINC01564	0.710805659	0.333845493	0.148064439	0.629906262	0.285987986	0.427650494	0.832776106	0.471990542	0.370694787	0.263281987	1.00422754	1.797429319	0.581426903	0.202932572	0.134855742	0.239656218	0.399530589
LINC01566	0.292092985	0.008425535	0.407210404	0.062859485	0.647611193	0.639814102	-0.079007793	0.224328569	0.246517452	0.273875072	0.018551257	0.141742802	0.379513564	0.10248839	0.104906965	0.122821549	0.359910187
LINC01568	-0.189772387	0.163097491	0.673381295	0.22509674	0.580752099	0.173159197	0.156630454	0.18684582	0.179107604	0.333758911	0.252745596	0.221981925	0.22545985	0.137737552	0.238299846	0.15927573	-0.004530781
LINC01569	0.253580413	0.114877398	0.944844242	-0.019994368	0.074490101	0.240807465	0.74597638	0.172113305	0.002468141	-0.008589385	0.047977383	-0.019765511	0.189487624	0.252486601	0.020060972	0.062953406	0.372359561
LINC01572	4.023553323	1.888486654	4.860877431	3.587270904	3.083642252	1.617621338	2.986527574	1.782119048	1.578274048	1.862392991	1.472267741	2.931377847	2.45752657	2.665210514	2.519256688	1.929475368	2.457133312
LINC01574	0.40934519	0.110850914	0.424364532	0.285782401	0.035391164	0.194795978	0.540528625	0.373853864	0.148393649	0.259166065	0.32375472	0.235451969	0.224432106	0.181575551	0.163968788	0.031730511	0.225468603
LINC01578	0.093694375	0.481658361	0.197601801	-0.009304898	0.481038267	0.383333637	0.081306184	0.05727386	0.071180436	0.728008399	0.146942896	0.131820754	0.581259468	0.135846181	-0.033041572	0.16428623	0.471680129
LINC01580	0.782743829	0.059540082	-0.339568345	0.139071099	0.602021496	0.487993838	0.866074274	0.227646383	0.189391252	0.126372586	0.150397505	0.069976612	0.105079474	0.196120558	0.066673154	0.122500347	0.395287887
LINC01581	0.80883543	0.532909054	0.977879923	0.871471712	0.873825512	0.607519126	0.629373392	0.573227904	0.431071828	0.488245341	0.497080543	0.586525946	0.277155115	0.514027727	0.441898231	0.51824916	0.370255366
LINC01583	6.672023264	3.434613372	4.602533442	5.157964523	5.62677946	3.314907448	25.68163995	2.586517602	2.698833788	3.27450278	2.884827652	5.454259194	9.890981848	6.096747129	5.123455793	5.527462041	9.806087969
LINC01588	0.94911313	0.842216994	1.020770922	0.304291222	0.564744032	1.818312841	0.796706424	1.336244388	1.020656032	0.874844733	0.720170121	1.128203343	2.194266765	1.078417688	1.196576959	0.937294639	1.456660689
LINC01589	1.239070968	0.089864832	0.718578223	0.352396468	0.193498224	-0.061080931	0.689799781	0.24092804	-0.037021297	0.313774157	-0.019876325	0.449976533	0.326486174	0.37135736	0.206968749	0.195780745	0.581588099
LINC01590	0.846631179	0.517669396	0.349352588	0.490688839	0.143183785	0.953189909	1.217875459	0.266225179	0.619720746	0.312772132	0.747700541	0.540382033	0.325208723	0.183821206	0.10876182	0.292232655	0.363958759
LINC01591	0.808902836	0.251146554	0.189134161	0.369557548	0.65158239	0.08946562	0.517597207	0.282514623	0.15658705	0.028981835	0.122765483	0.422844274	0.008910094	0.279994144	0.090394999	0.159834047	0.204759591
LINC01592	1.165216694	1.453155818	2.08057554	1.442795814	3.256561112	1.937036629	0.562689247	2.216534637	2.827423814	2.944144183	2.736531937	1.421009341	0.842440653	1.01616746	1.127309828	1.174255408	1.093957784
LINC01596	0.119884331	0.154192319	0.685153791	0.39155486	0.388327799	0.2416826	0.583327023	0.176623253	0.294627615	0.120511595	0.509800924	0.167094653	0.285032603	0.168406167	0.230225115	0.248982795	0.035294056
LINC01599	7.546756444	4.639762007	9.443242399	8.402990236	11.53274476	3.170759144	6.375350562	3.708293136	4.886665623	4.74856564	3.524998795	12.95866658	5.258785175	7.347112698	7.807658864	6.278329444	8.589970565
LINC01601	0.945481337	0.514469898	1.592551779	0.863565752	1.152115792	1.247848256	0.66989456	1.220115753	1.548551844	1.621007715	1.827793615	0.53907786	1.120712881	0.727446553	1.054295925	0.62313689	1.420124919
LINC01602	6.923765094	5.372685758	5.620329362	4.591800205	5.237882473	7.658792178	6.275455435	7.760307076	6.53651736	7.357161281	8.19188527	8.415634694	10.35752405	8.19498846	11.7636365	10.87552088	15.05249351
LINC01603	1.191644322	0.548090411	0.494521414	0.259119486	0.401364401	0.429375943	0.52309225	0.531119155	0.332750702	0.595530696	0.721137915	0.377000037	0.133865903	0.639986593	0.403030315	0.329936876	0.970082151
LINC01606	0.412924701	0.149269714	1.742103544	0.297421729	0.91695635	1.976575925	0.496673507	2.127526144	1.64779509	0.405971817	0.338620261	0.057677533	0.214493347	0.269182626	0.174012886	0.123335551	0.497681343
LINC01612	0.276701958	0.236887886	-0.087823179	0.408096065	0.603202588	0.293434276	0.360352417	0.363469073	0.19883673	0.357370458	0.768551181	0.284319359	0.557737139	0.637135551	0.349139305	0.139195209	0.292048406
LINC01613	6.312772302	4.644018001	6.118903159	5.648919452	6.106634012	5.561036874	7.143195267	5.740034979	5.631405228	8.550985144	5.798465905	6.042816548	5.857129377	5.936891429	7.377726307	5.581824316	8.564453719
LINC01614	0.67690111	-0.132216535	0.558633094	0.188599001	0.358279278	0.314295826	1.09553241	0.397280166	0.037638333	0.40913115	0.243313623	0.718552641	0.189487624	0.40326198	0.169239742	0.226693764	0.32356016
LINC01615	38.82276897	30.31481644	41.72575034	45.04833024	30.13979826	9.763906803	16.81540571	18.77453975	16.54022875	14.9421258	12.4130658	30.42376795	30.13338541	25.25910434	31.55052249	20.59426599	23.23620484
LINC01616	0.206478576	0.324365416	0.863309353	0.079321264	0.42722177	0.240950805	0.727405556	0.276009327	0.726836342	0.216749336	0.153385202	0.190428572	0.362287417	0.397538856	0.18084363	0.17139567	0.352785372
LINC01618	0.58432629	0.445763826	1.096636129	0.544311828	2.478534067	2.937583097	3.252232845	1.49749247	2.013995864	2.997863838	2.048151319	2.401510147	2.977931364	1.098155883	3.042849654	2.391424659	3.389977469
LINC01619	0.826229497	0.268638135	0.886047802	0.06913015	0.778811316	0.452111865	0.81617476	0.336719411	0.356410942	0.418719938	0.129001249	0.019019607	0.681339532	0.202899522	0.295767973	0.096342736	0.547120415
LINC01620	0.114974033	0.144263262	0.631237003	0.594811136	-0.588735711	0.260750858	0.410474122	0.078167813	0.276052767	0.134735493	0.233164523	0.566484817	0.71632055	0.21285318	0.07483914	0.178091262	0.015398833
LINC01622	0.292305418	0.324191894	0.034724174	0.122252278	0.044660412	0.628819174	0.575107953	0.336043619	0.548463343	0.077764062	0.796378066	0.340402936	0.538708628	0.38347703	0.260335606	0.318574572	0.475011858
LINC01624	1.656434527	1.795885789	2.396930151	1.788294977	2.469733209	3.14986419	0.274500439	6.147927258	5.918800537	4.246780903	4.283527575	1.286039079	1.348098371	1.201526156	1.547297166	1.29958922	1.712458709
LINC01625	0.193351898	0.236762726	-0.077796903	0.285960045	0.372016591	1.501192219	0.546741477	1.669872126	1.019271557	1.291334493	1.561837371	1.623253856	1.21765228	0.731154488	2.111402874	1.042465951	0.880562757
LINC01626	0.325128872	0	0.501462033	0.000692537	0.590655735	0.149630669	0.9349685	0.146599174	0.306886882	0.659293319	0.502030821	0.337971872	0.60389954	0.547368026	0.323073175	0.387268129	0.3519306
LINC01628	3.037250594	0.751731883	3.742925894	1.658635262	2.252723687	2.937868949	5.195990763	4.322294288	5.34177074	6.032282891	2.501158411	10.27947616	8.850794425	7.614642401	9.839737335	5.28395331	14.29072401
LINCMD1	0.184802897	0.059270602	0.324715813	0.459651467	0.111989019	0.233502334	0.793754207	0.218519308	0.127730908	0.440766935	0.169713201	0.294962365	0.394507063	0.374792992	0.144748967	0.428466525	0.183884491
LINGO1	33.29093888	36.43801713	38.36314917	44.83600309	32.1828594	25.6893464	42.58260097	28.67478597	28.80455008	28.64143581	22.13575989	43.75710023	42.46907765	43.83421006	45.0620771	41.39193511	44.52534489
