geneNames	GSM610737	GSM610738	GSM435828	GSM435833	GSM610718	GSM610690	GSM435823	GSM435824	GSM435825	GSM435826	GSM435827	GSM610691	GSM435821	GSM435822	GSM610695	GSM610696	GSM610717
FBXO7	4.816157709	7.567461455	1.046690577	4.116783142	3.133313124	7.169165658	3.762704443	8.908903403	12.35899412	5.930773423	8.993906023	11.86806468	13.60672958	10.93648548	13.33328728	17.04659044	4.642266827
FBXO8	1.741446792	3.717293044	0.628286238	1.195033028	0.930491693	5.309664086	1.68806824	4.579710322	8.829652344	5.314920352	3.349300874	6.012806077	4.403359856	11.71604367	7.117154369	6.744649598	1.837381985
FBXO9	25.15104979	21.26291706	17.84465701	25.6895882	25.1263862	18.36444409	7.36731382	16.68836504	13.11116969	15.13682692	11.92734993	24.2538719	14.60706295	35.12634806	17.16188346	28.60231566	10.37565426
FBXW11	4.080568299	7.986226794	3.263539793	5.741522939	2.140404921	4.937696031	2.031077257	5.048633455	6.272406457	4.697078085	4.0920384	4.455951947	4.275201481	8.03107707	6.236279052	6.1437673	3.003624481
FBXW2	1.727296109	4.228097603	2.526299039	2.695667185	1.772497796	2.051974028	0.058966859	2.318882328	3.532847159	3.62193914	2.531025671	2.558488512	2.522092687	4.140372396	3.910384013	5.003903677	2.014040881
FBXW4	3.249740694	2.609235798	2.609555559	2.584562143	1.923483457	5.733437801	2.103678999	5.388757339	7.737656763	7.428099899	5.161567626	4.22565041	6.243444977	6.859221326	8.31595398	9.757423136	5.070750845
FBXW5	2.018765016	2.523807648	1.801438849	1.164770626	1.8000646	3.482358723	0.562268858	2.277920235	3.297257105	7.335621413	3.658855467	1.826536424	2.472310971	3.911636715	2.399318205	5.021521188	1.958283832
FBXW7	0.579484199	0.387888448	0.419746937	1.466574078	1.011957806	0.522281084	0.092693913	0.280619521	0.140275921	0.511109301	0.000389726	0.46429256	0.286034193	0.575192773	0.511426041	0.541635093	0.17031108
FBXW8	0.670060888	0.700920884	0.388019721	0.949114084	0.397657002	0.767664443	0.669570897	0.661524486	0.773103638	0.617158027	0.699874045	0.569756194	0.600705188	0.748698297	0.579343655	0.524007112	0.447139085
FBXW9	1.366355599	1.152101705	1.629416311	0.881308373	0.568451807	2.158791764	0.932312204	2.059326055	1.750357123	2.486293542	2.327801652	1.792425208	1.796013036	1.934039742	1.978549145	1.961427322	1.789065393
FCAMR	2.235127586	1.040031081	4.946925585	3.2092834	2.789089289	12.56156059	21.72739081	14.74504338	22.70194686	7.90485201	11.57040619	11.62745557	7.813493097	52.08841907	17.83070556	18.81367522	10.53969662
FCAR	-0.11073589	0.176737106	0.301386157	0.481423278	0.430637269	4.271777845	1.048297939	0.268196123	0.241569635	0.277405402	0.279827453	0.171884016	0.785616787	1.033282742	0.172010558	0.137589529	0.162303692
FCER1A	0.109417723	0.172453941	0.087918728	0.092120666	0.766963301	1.007334502	1.044657904	1.864830779	2.519748309	2.298941425	1.209830556	4.437292621	5.011110413	4.021812956	4.675932972	4.748188482	0.688019703
FCER1G	11.43811799	8.646599366	7.516702029	5.573597814	28.12440585	19.24551842	13.62325943	37.9096158	56.72140907	38.04301543	38.22609866	54.26564623	36.98033749	54.68655238	42.22097786	46.50180566	26.10302654
FCER2	4.055065521	2.054378809	4.318339703	1.321623182	3.272870821	4.616890783	9.774187397	3.644786848	4.013462504	5.308318241	4.57666576	2.723697158	4.884776744	3.43128511	2.373486327	3.752539655	6.974617126
FCF1	1.722405643	1.543957621	3.568128232	3.284999414	3.576838608	1.514249535	0.593567556	1.078573233	1.806242425	1.201082341	1.751501658	1.252943682	1.583427456	1.484416001	1.780704818	0.758476689	1.169284348
FCF1P2	0.790048881	1.866554174	0.551615192	3.045624741	0.935801735	1.216678484	1.410470373	1.257061639	1.879986565	1.407663412	1.194607588	3.018704681	1.953985452	2.184179521	1.822432306	1.789515147	1.724095791
FCGBP	4.974786275	2.747878077	2.704697336	2.462393551	1.269840526	2.639711716	2.665489479	2.236732694	2.328386145	1.970220599	1.731047265	2.422281469	1.604219166	2.32372485	2.816674257	4.187093608	2.996073059
FCGR1A	2.750202818	1.467014865	1.174532444	1.056414684	4.831942091	1.408554933	1.726233617	0.921970285	2.054594977	1.377825295	1.469007691	2.16659298	1.793672619	1.788440542	1.271770155	1.178091262	1.228496433
FCGR2B	3.191717937	0.912597658	1.687975284	0.372694259	0.66774896	6.213193665	1.553727374	8.48094541	16.33726967	9.619531065	5.4152795	18.02374666	19.34561772	16.53524271	23.88408325	14.20211938	8.75241003
FCGR2C	6.390703667	4.986909691	6.636563484	3.710952604	9.343788794	5.748246628	8.415920677	6.417652231	7.58833303	5.815618309	8.214912157	6.247233402	5.523329134	4.877180764	5.310128372	6.979243691	5.452403007
FCGR3B	4.13761152	3.674970005	2.141074114	0.478274291	6.445326163	4.293090924	12.44620814	7.887133024	13.98848687	9.236714167	7.5751939	14.42951235	26.7789517	24.08237777	19.33272471	15.52458057	11.91428148
FCGRT	52.98548062	22.16313014	21.29593146	32.90160466	23.15452388	89.22521505	26.95441534	93.90373116	103.0583937	95.40147975	83.34209868	93.12186624	138.8343434	81.34094192	100.9331137	102.7340704	88.69405674
FCHO1	0.986672007	0.131175789	0.558950652	-0.247060477	0.884242128	0.552073931	0.423301719	0.363973907	0.441320679	0.525494145	0.566649652	0.176115799	0.189487624	0.358198536	0.346236458	0.209862401	0.228795777
FCHO2	1.013183317	1.462809073	1.435264445	1.156792798	0.801901626	0.872601291	2.704740943	0.960261169	1.027480611	1.089039901	0.630182634	1.727790311	1.095654785	1.404587463	1.446619593	1.703638274	1.764449453
FCHSD2	0.684285486	0.197726176	0.432614026	0.803012384	0.432060799	0.369123608	0.465728216	0.690158505	0.676745735	0.453631266	0.45273853	0.240702185	0.518350489	0.556651647	0.495033567	0.292540753	0.503466781
FCMR	0.300954476	0.323026448	0.121617159	0.446662394	0.116646314	0.382804129	0.408467654	0.498393157	0.455506843	0.803493876	0.793349274	0.887421096	0.281698217	0.969597965	0.486634274	0.71993114	0.282911707
FCN1	7.062540038	2.862388926	9.250029857	6.279399363	5.604017963	5.115403096	7.269315441	5.20756008	6.833600526	8.287023724	5.661032322	5.95122549	5.608235781	5.616479036	5.778745406	5.026554867	6.852977705
FCN2	14.09303063	2.213133965	0.36012323	2.015701842	5.412612128	0	23.53097041	0	0	0	0	44.66501519	88.00606658	63.45615966	66.21396278	62.26829198	72.43237621
FCN3	72.93799841	11.05589436	2.613950792	9.83619652	44.52144158	145.0694722	7.210739351	207.6457641	245.6263456	172.9742661	189.6294959	246.1049593	158.8507687	210.3002216	245.7781993	257.5266234	60.19725826
FCRL2	0.812984735	0.310762973	0.347889501	0.264615432	-0.210986403	0.480641754	0.135431827	0.083048518	0.500628569	0.954202529	0.553096896	0.745028525	0.534204165	0.375355091	0.071685025	0.377706874	0.615706709
FCRL4	0.575538714	0.225270825	0.507856059	0.353039394	0.113372081	0.77115071	0.34069688	0.219129934	0.115600744	0.651811684	0.330844698	0.129543801	0.527429859	0.353834832	0.178516298	0.004055388	0.445978019
FCRL5	0.525130495	0.299746799	0.638266847	0.175730195	0.858987671	0.351642631	0.649664926	0.189764732	0.391050716	0.259673369	3.810444594	0.243171801	0.018764215	0.242373414	0.132992314	0.249782771	-0.236143663
FDCSP	9.912703554	5.347428239	12.87427636	8.978476239	17.53426684	9.993663288	6.025413759	10.79096618	13.06288629	14.24157226	12.19683555	14.89654764	8.818065376	8.827292361	10.82731007	9.858947706	11.43971457
FDFT1	31.27927199	9.309159047	3.528801334	8.394734583	6.936636468	8.743300769	9.994009171	18.03262316	14.85529927	9.521198519	6.052742605	9.269063286	8.491916173	33.70171634	15.20451481	12.16107985	5.514496326
FDPS	226.012877	78.39768744	50.72086331	119.2587712	100.5019146	106.8244047	44.23272727	190.0230867	123.6018257	67.39067652	75.69311677	102.0543882	151.8995976	292.1174493	244.7059455	163.1893743	113.8331291
FDX1	134.8328648	95.30722302	53.35909397	133.7374033	56.89337011	53.60307313	32.70315349	74.51116	83.70757679	41.14275449	37.31149898	96.76055555	84.77256391	96.2329742	87.16297273	83.27497757	44.76421027
FDXACB1	0.186124068	1.072314695	1.227414006	1.274036337	0.20454623	0.383049027	0.319403278	0.340019478	0.286099981	0.62839446	0.178245772	1.134839076	0.209492229	0.666685691	0.506637393	0.530082227	0.277010871
FDXR	24.20029398	18.95027792	12.79829839	19.41636892	12.60285748	25.87383994	21.94999776	18.13669412	26.04224274	24.58987714	18.72693376	39.24305398	39.74700568	40.23878591	37.07565653	37.94426758	43.54176374
FECH	8.886651065	4.356383267	4.72134035	6.088875217	6.210995772	8.722997824	5.668423453	9.016398563	8.766397804	8.547911528	7.007093012	12.95913064	15.11860423	11.33857718	13.03482534	10.266089	9.869046105
FEM1A	0.680051849	1.616453656	1.218451059	1.695914234	0.353503575	1.680302994	0.518192799	1.483966647	2.283187099	1.470829783	1.199492962	1.034769662	0.295127494	1.719154444	1.37038515	1.227286256	0.773453975
FEM1B	1.26571824	0.953976214	0.892403011	1.060415312	0.498157167	0.561555212	0.768007412	0.805731975	1.10672252	1.021778929	0.628857339	1.047385541	0.201934301	1.42178255	0.797703404	1.395872694	0.56843854
FEM1C	2.188728851	4.768436102	2.227444919	9.184274906	2.407098617	3.140266872	1.989383816	3.804542753	3.962131	2.010385481	2.629937198	5.368499891	2.015167242	4.453051634	4.260080368	6.621153182	1.571273199
FEN1	8.842515928	10.29573702	14.4763967	5.873156534	6.628067345	5.773830099	3.199862736	7.891765681	11.45503645	8.84977873	5.259998138	6.594950533	9.625837539	11.43656415	7.51727522	8.758886784	5.516188416
FENDRR	0.123669665	0.392379548	0.669544247	0.944175125	0.357266432	0.521196835	1.294956263	0.994996588	1.188108577	0.384726755	1.05102134	0.907883408	1.204505304	1.028846408	1.023709052	1.215490941	1.458954779
FER	0.29955348	0.678074873	0.375619309	0.612369097	0.618699048	0.721232522	0.800795505	0.419001366	0.610037462	0.5862278	0.690479274	0.651533515	0.419741816	0.665342312	0.577280772	0.578761265	0.375930876
FER1L4	6.052572813	3.587785485	10.90269222	15.04112025	13.52386784	4.191178162	6.211165488	3.998159805	3.962004839	4.716182617	3.391103149	5.54059274	4.047529616	5.073940081	6.453844916	5.217896071	5.531885155
FER1L5	0.130785419	0.20682656	0.47581427	0.274317962	0.373738017	0.421528687	0.815011818	0.119593005	0.160367288	0.198198592	0.436727012	0.061762798	0.270366484	0.412066854	0.095611691	0.214534644	0.273298431
FERD3L	0.164459807	0.255035309	0.605904339	-0.118660808	0.06304003	0.527812779	1.258751616	-0.070270724	-0.028280179	0.35165958	0.192358703	0.187470198	0.47450209	0.149743158	0.177998133	0.039534177	0.486420118
FERMT1	1.055596453	0.97795677	2.257714141	0.968200186	2.970285722	0.917137501	1.73870031	1.327853696	1.392154154	1.415453134	1.011433982	1.911873328	1.462474855	1.530986786	1.728024898	1.683116315	1.846172964
FERMT2	8.385012746	10.54725392	3.980906447	12.07346402	6.009882651	8.770162435	2.517106338	10.79267993	15.20697293	8.269874312	7.61186817	8.465294033	5.700225184	11.32133845	13.58710715	11.92085289	5.291827673
FERMT3	3.122708758	1.85700711	1.153648409	1.202914267	4.866963414	2.443505305	1.159754875	2.77455722	4.320801423	3.151668213	3.672349993	4.627561659	3.117932715	4.636883884	4.154977657	4.241486963	2.873652204
FES	1.506571602	3.201507554	2.309540102	2.802918677	3.520008304	6.096873343	5.270720941	4.129861328	7.448695446	8.38575342	5.909114703	3.782588941	7.152066436	3.460238247	5.92962003	10.0689503	7.130113921
FETUB	91.97012116	34.9311378	24.5712989	53.06934889	75.99129619	113.6005017	67.09968981	167.8558392	209.4591249	166.890096	134.2652641	237.7152918	244.4282849	190.5758435	178.1879373	197.4876451	146.6484411
FEV	36.49923861	12.95627423	35.41813737	23.94549104	33.30189301	82.40394284	101.4216419	79.97747397	63.84725862	58.41380732	44.61171744	101.2156095	84.07269279	148.8592336	80.15619927	105.4208025	113.7013929
FEZ1	3.855054584	2.329270239	2.102897018	3.670993936	3.796963859	2.954636539	2.19705773	3.928099832	2.989806148	3.032689013	3.108941283	2.075046687	2.177569735	2.956013597	2.420518485	2.692654919	2.674150183
FEZ2	4.454419748	8.408665598	5.612041929	8.087349829	6.798424112	13.86803853	8.722448371	13.5046486	15.20670367	14.56814923	10.34284416	17.44857041	13.26954731	34.6843933	15.08671938	18.42367944	14.74460216
FEZF1	6.110369014	2.432801359	3.353093385	3.438624808	2.049973826	4.956381844	3.197041485	4.50676416	4.263491867	5.594469605	6.143289936	4.58865201	4.046260575	3.778935241	3.7846762	3.005458194	4.053996936
FEZF2	6.10052318	5.19696472	6.167091951	6.841466214	5.501945692	6.215348925	4.104639244	8.277025373	7.549808746	6.644340184	5.282133357	5.63911868	5.341603475	5.797674669	7.07587358	6.938511756	7.290929402
FFAR1	2.196354205	0.812859795	1.403430966	1.582669945	1.240764008	1.693454629	1.158335502	2.153147452	2.258347513	2.462074384	1.74761653	3.405801188	2.104666142	2.712907915	3.868258228	2.558855283	1.897502887
FFAR2	0.221248229	0.210039317	0.314283456	0.726487075	0.839998022	0.348347896	0.184222885	0.130243038	0.280658937	0.07712919	0.267073862	0.225120932	0.11438161	0.404297909	0.04289774	0.367832449	0.315219275
FFAR3	21.78493802	11.72507895	15.87046426	19.7728254	16.99341106	10.77359916	12.57584151	11.74568396	12.41922833	12.63456223	9.276653687	15.23368389	18.73337243	14.91226842	13.51684743	12.67158004	15.92698197
FFAR4	0.905816758	0.113347664	0.463577029	0.323611093	-0.004130074	0.236251015	0.657916238	0.223533535	0.036426505	0.198734729	-0.03975265	0.346683317	0.141577401	0.092828236	0.099124715	0.00074585	0.378391256
FGA	129.8317482	213.9453943	153.8421762	136.8834925	178.8274801	315.2171104	179.9262136	297.4154929	224.5733583	346.0176779	246.0726649	261.1843921	317.9888157	220.3713913	177.9221184	209.4965993	271.5166342
FGB	209.7753078	384.5470482	246.9505171	167.214489	229.6915319	230.1999469	280.3592987	276.9290568	388.2433767	318.8328726	245.2749952	405.3942241	524.190763	353.5661966	299.6012258	310.9935388	258.4950198
FGD1	0.140499948	0.179078422	0.391366906	0.266975418	0.69352689	0.267009592	0.328616834	0.164129003	0.122774618	0.353219586	0.213502926	0.254117408	0.867049473	0.316515102	0.239301073	0.198607756	0.169633542
FGD2	3.611129206	1.897047694	3.190620785	2.298286398	2.293081282	3.488817056	1.924063642	2.227127407	2.669566093	2.966200966	2.063885328	1.877384673	2.325821952	1.92141964	2.340299805	1.893576672	3.293869155
FGD3	6.191415663	2.379091191	6.664531109	4.746972532	5.177741214	4.824730634	3.614755686	5.540190769	5.713141994	6.321093273	4.744030142	4.719734255	2.41384416	4.024447961	3.774820095	4.217965342	4.215749993
FGD4	0.838901562	0.75396835	0.379536449	0.748461336	0.274221283	0.123562574	0.475010004	0.674689467	0.498153954	0.606525186	0.398167651	0.836541689	0.990257459	0.487139839	1.253245276	0.860256219	0.321624251
FGD5	1.118247966	0.771428738	0.832805826	0.468623876	0.630065683	2.02930781	0.48068	2.5803814	3.015250647	2.681547921	2.667945028	1.805236412	2.19418055	1.767729375	1.848912048	2.374781157	1.701013479
FGD5-AS1	2.423867104	4.322883814	3.16066315	3.52826948	2.77767519	2.339549183	1.269019518	3.560078037	5.38383612	2.113929406	2.386307549	4.857416738	3.00703203	5.70662374	3.098913719	5.740733608	3.15558691
FGD6	0.402343915	1.327977411	0.957748216	1.778740901	0.622004507	2.241264993	0.57161388	2.507848283	2.336979095	2.069180269	1.778180747	1.298943953	0.871837617	1.14454207	1.263250175	1.197170842	1.639570036
FGF1	0.550896035	0.194865675	0.545732282	0.641367445	0.620149683	0.503108477	0.801114005	0.437354606	0.319972668	0.79057048	0.261478793	0.729814604	0.424412707	0.472804542	0.490749819	0.447314454	0.420065781
FGF10	4.176910625	1.226210555	2.241790318	2.411130131	2.67409558	2.394265685	2.025213895	2.008463391	2.04437947	2.073186039	1.562833725	5.370517264	4.255367027	3.917108146	3.136801582	3.377014031	4.08124993
FGF10-AS1	0.315701894	0.26247735	0.957922451	0.126468884	0.527741982	0.200151034	0.884501386	0.008260636	0.288274963	0.337303745	0.287985918	0.397138944	0.148024721	0.357341321	0.118172234	0.125591669	0.399999976
FGF11	1.448027378	0.855455302	1.644925915	0.79275575	1.41521038	1.592379978	2.163556867	1.469935574	1.795287606	2.058308455	1.669150601	1.114840329	1.681090481	1.493695431	1.482001479	1.153132398	1.564602613
FGF12	0.263846305	0.378178133	0.329375211	0.223209051	0.860376353	0.597169536	0.640019985	0.504529637	0.688050321	0.246362198	0.602816369	0.548139135	0.722484912	0.957051702	1.117513215	1.235800017	0.711169241
FGF13	0.059737845	0.411322227	0.951978417	0.423457903	-0.100984855	0.078822111	-0.07080247	0.234061554	0.237481408	0.386331498	0.234789089	0.033449319	0.52235764	0.352834211	0.209174448	0.398307059	0.683246019
FGF13-AS1	0.348095975	0.076599699	0.013924446	0.200417226	0.735076443	0.358190732	0.41741703	0.278659669	0.154255308	0.343575401	0.107900093	0.199258533	0.397410243	0.338997208	0.083120204	0.123409168	0.184083774
FGF14	1.500266218	1.337005289	0.611510792	0.884938679	0.555826452	0.490519443	1.088710345	1.089033313	0.575374582	0.373251262	0.503526034	0.729921338	1.496049888	1.141431622	0.510680084	1.315662618	0.384624211
FGF14-AS1	0.361143028	0.244571048	0.542778004	0.547405443	0.700435827	0.14949643	0.032759311	0.305703413	0.353384844	0.387953891	0.313052118	0.197864931	0.43065369	0.081799874	0.229781064	0.144564312	0.358081769
FGF14-AS2	3.988602233	5.603080531	0.973659686	3.310091593	1.370230901	6.094128593	1.808496047	5.611047439	8.514164041	4.657280182	4.459617268	10.17026423	6.673868937	6.207926652	11.26682105	10.30478864	3.062502232
FGF14-IT1	0.348256727	0.143799337	1.211249087	0.162552203	0.156452707	0.520611482	1.126101302	0.106149541	0.246099308	0.042537832	0.207473093	0.400492898	0.594534846	0.132953221	0.308888607	0.064482309	0.424270676
FGF16	-0.331509374	0.258874169	0.91742321	0.00962135	-0.086185984	0.227834746	1.111769103	0.283371218	0.055472573	0.06945393	0.453428663	0.756389925	0.311219049	0.492895368	0.226034418	0.093245488	0.235126097
FGF17	0.405584795	0.129903424	0.510680713	0.397833292	-0.189845533	0.000315222	0.683426971	0.078063269	-0.019680874	-0.035542355	0.321147802	0.556084366	0.85000272	0.185198602	-0.018723587	0.308547712	0.411867319
FGF18	0.736531988	0.517122695	0.622733883	0.811318816	0.280119623	0.569043809	0.016713817	1.481290377	1.26273396	0.803910659	0.975359617	0.872683656	1.067611105	1.075408003	0.80026691	0.847966788	0.568390007
FGF19	0.347988707	0.206092389	0.155931036	0.252513077	0.413698792	0.474922663	0.536198273	0.270784487	0.207102038	0.558478488	-0.098671778	0.01027661	0.457449949	0.36060114	0.17310115	0.213070535	0.713598384
FGF2	1.035188161	2.613160576	0.788109825	1.051677673	0.679822926	3.062265497	2.126680898	2.869674741	4.933934261	3.294029161	2.474765323	1.469716606	1.474465028	3.749155683	1.680104888	1.593947286	2.100592001
FGF20	3.702284301	2.668335561	4.68905969	3.393377404	5.18599312	1.773537216	4.498945155	1.904727189	1.900645657	2.04821044	1.84079105	4.445893241	3.094626843	3.586526004	3.326106162	3.217501779	3.544502175
FGF21	1.141983674	0.710651701	1.722877557	0.937196389	1.063826925	1.752982408	1.334277833	0.645743827	1.158256211	0.153893149	1.136772869	1.116669592	1.063383423	1.642073606	1.118068437	1.409343355	0.727449449
FGF22	0.391918772	0.26849849	0.488506773	0.129359799	0.27125394	0.305214777	0.104174618	0.210130558	0.174707152	0.304636926	0.364826675	0.409862986	0.325910795	0.033883454	0.023955152	0.307729299	-0.081783668
FGF23	4.334742142	1.662116373	2.243515344	1.853882766	2.209477063	2.120287903	3.159635407	2.574767917	1.973044158	1.981090841	3.154509796	3.601173332	3.859251103	4.261713876	3.41822361	3.46558767	3.436758995
FGF4	0.677956064	0.439715783	1.181454797	0.453898701	0.736304374	1.069643021	2.330590811	1.179944811	1.212504952	1.346680735	1.128197383	0.327757083	1.393715621	1.066035226	1.155904329	1.085859687	1.127108739
FGF5	0.23569142	0.340076714	0.545301259	0.498518964	0.470927041	0.174924256	0.73837927	0.271534528	0.403669872	0.216870963	0.288046803	0.400550825	0.211087926	0.303796293	0.27068952	0.095714522	0.367068497
FGF6	6.107628118	13.98836922	29.65193275	28.25067801	15.27512884	8.275493496	5.444909738	5.262693978	6.270318682	7.309815337	4.605743711	9.309029724	12.66933635	7.787686026	10.24854234	7.417677616	11.92795448
FGF7	8.926318497	4.196691408	7.364198095	6.393521224	5.246503844	1.704182941	2.087661748	2.703233292	2.34492547	2.304764145	2.284731327	4.204994646	3.751443639	3.143702589	3.607968123	2.6012945	3.346434321
FGF7P3	0.194935381	1.021329369	1.211169346	0.658831196	1.406227037	1.770499168	2.417488261	1.716218926	2.588596885	2.473004041	2.24478245	3.331897465	2.22082199	2.065895125	2.180877095	2.7137402	1.548745236
FGF8	3.414595921	2.313702341	3.748624382	2.913735078	3.834293408	1.364761792	2.016121724	2.339419251	2.752600481	2.405691866	1.863808232	3.883220963	2.921858592	2.881926804	2.887351437	2.444494752	3.605863593
FGF9	0.523636703	0.113824503	0.16116759	0.365946536	0.35194009	0.061229442	0.492395267	0.388303044	0.066683657	0.222425964	0.301445717	0.06743916	0.181989166	0.216542333	0.210581095	0.162604167	0.313020572
FGFBP1	0.697478868	0.208223317	0.742086331	0.538102048	0.453151083	0.349667321	0.778316052	0.528099166	0.628095975	0.733519537	0.601165114	0.183353678	0.647703123	0.908884985	0.413019648	0.633964517	0.374376357
FGFBP2	0.237313513	0.406139877	0.807925613	0.666200549	0.039626157	0.543201169	0.753464144	0.520153688	0.551933005	0.799867608	5.998674629	0.476272966	0.686252595	0.513322544	0.410219526	0.537569696	0.423775764
FGFBP3	3.663168383	0	3.49177369	4.435185677	4.264150901	4.814455712	4.937836239	5.739530284	6.683111214	6.88492405	4.591723435	4.289673301	3.785158902	3.915515706	0	0	5.797905264
FGFR1	41.24933446	25.00392524	44.20592401	47.0009912	40.25169848	26.0270694	41.75915139	28.51845256	25.18808786	32.94200837	24.42128492	37.94875282	38.70777608	38.18055655	34.51069965	35.10853307	41.49449138
FGFR1OP	10.46161483	15.68766836	11.3356635	20.58038187	9.296314296	9.361641836	3.192290245	10.28985516	8.884912727	8.766081156	7.15366999	10.91887605	8.580273254	10.48413548	11.75005202	10.07570146	3.957638889
FGFR1OP2	5.503709463	9.535486827	7.031767089	11.88653697	5.338680347	3.498468359	1.648272921	4.245293304	4.038901237	2.76948916	3.072446636	6.746986658	3.604858549	5.253791284	4.501621866	4.946096284	3.448842577
FGFR2	3.258001243	3.287265272	0.994964029	1.411864427	0.992074469	3.240135653	2.40501257	3.617008662	6.253588232	3.908792656	4.04939177	2.007838447	4.96563576	5.549318001	3.58512852	5.178902498	2.872178732
FGFR3	0.844705611	0.422437195	0.220191308	0.620478216	0.193414476	0.872453712	0.698189306	1.098069223	0.710434535	0.796135878	0.946031832	0.602636595	0.95042311	0.626156241	0.802814377	0.758614705	0.844177079
FGFR4	1.1777878	0.792392976	0.963124227	0.851810167	0.607416598	0	0.869238435	0	0	0	0	1.422957269	1.577115372	1.984141279	3.708469739	3.519062064	2.496668032
FGFRL1	27.70378125	4.94380274	7.375455261	18.62687704	8.046677111	14.13809051	4.733720381	10.76709023	22.09640627	24.84855966	14.44555954	9.218442802	16.05347739	12.40877922	16.20043452	15.09986549	11.21123539
FGG	197.3252887	389.3849157	225.8064074	150.6682529	211.4428829	508.688462	586.650407	409.7552978	490.8859733	496.8047516	308.8739359	436.7252886	537.7280589	357.2383132	329.7767962	348.5219354	475.2832572
FGGY	18.54106658	28.4427764	9.657553957	25.3119412	12.61844399	17.42535562	8.279122963	16.91808774	20.2014348	12.78589098	12.42522282	20.71516359	14.27135651	15.04163708	32.3926268	29.82293411	10.97796575
FGL1	209.3165727	383.4789298	259.8834308	168.0211269	265.7091988	229.5554042	91.102747	375.0435044	357.2706282	239.1334228	237.4972766	466.0069516	366.4478677	360.6905287	305.493306	304.716555	203.2192757
FGL2	1.155391742	0.574596191	0.674249488	0.387500865	0.901047582	1.772467446	3.128402067	2.365113907	5.04896175	3.089490411	1.923331814	3.437663552	3.922845003	5.258657357	4.47478416	4.219167841	2.023428871
FGR	2.214023103	0.956062842	0.022561053	0.130268817	3.662140272	1.876899504	1.076093816	1.761526941	1.716489261	2.423802411	2.474259741	1.563525753	2.002870849	1.582686512	1.017818027	1.845439578	1.661579419
FH	45.61151982	49.24097055	10.07039259	24.32147335	16.67518587	37.49481538	24.91188412	50.19720427	72.28303552	55.9992283	35.27476526	79.3667748	75.41783212	96.66869032	93.93025126	99.35173943	40.41961059
FHIT	8.25923678	3.35105196	2.079529072	3.194874426	3.162683791	4.526165102	3.644208874	3.551611849	3.149700568	3.993109549	3.13986611	6.530066673	5.364451988	4.61824796	4.916920256	5.473772459	4.660596066
FHL1	1.339252362	1.720656099	2.433984375	1.980092325	2.046696222	8.458918929	4.270272561	3.522359094	4.432619575	6.271781901	2.725836918	2.915386421	4.435637723	6.756382276	4.852289135	3.562720242	5.493879509
FHL2	14.26901531	57.71708825	56.59843188	52.38970876	13.18041891	19.06389084	3.915035537	4.942940358	7.266710148	4.794888589	4.940923314	35.94086724	12.16650506	13.14474408	8.979157053	19.92159776	8.875059048
FHL3	0.065802853	0.27322412	0.721095506	0.515499143	0.125928302	0.670159208	0.218832205	0.432008999	0.434944843	0.943468943	0.312669823	0.220968324	1.0483342	0.770717617	0.618452051	0.666290417	0.784513641
FHL5	0.719361271	0.366953029	0.537449415	0.898492505	0.698752247	0.743492232	0.815812606	0.743813536	0.512228198	0.815582485	0.875826954	0.273135438	0.433114624	0.741955205	0.65729125	0.555736503	0.435552153
FHOD1	1.130442582	1.477906415	2.117278833	1.332449956	1.134797358	1.934230241	2.008288302	1.29956721	1.843577831	2.115683387	2.215069867	1.32479161	1.886582262	1.344548228	1.254502309	1.160759132	1.679030759
FHOD3	1.412633619	2.121469842	1.506694723	1.540128044	1.370202985	2.201103836	3.071484165	2.042674	2.363378246	2.564375739	1.842247631	1.806503486	3.522859355	3.041080929	2.71246113	2.691694408	3.219224592
FIBCD1	0.465360499	0.08174572	0.140164821	0.079880505	0.332484111	0.18258939	0.810643977	0.434605128	0.203102783	0.34565774	0.163979681	0.424940495	0.252754604	0.226284549	0.148244534	0.122522142	0.323111383
FIBIN	3.938550672	4.020171434	4.20477532	3.787784093	4.366255395	4.210302473	4.659708512	3.695596315	4.664268981	5.157709721	3.037764896	3.479277385	4.995582803	5.056238598	5.034834542	4.658488462	5.504569847
FIBP	2.872290202	3.641625027	1.820033231	1.527100636	1.053560194	2.547258518	4.040547245	2.411011611	3.528869793	3.038263585	2.07147452	2.640068388	4.501253664	4.148102648	4.519914195	4.303115066	3.004188178
FICD	10.02631766	11.58927176	24.20850944	5.387085944	5.723057184	1.906198213	1.026581199	2.58361422	3.536529835	3.083998146	2.144836101	9.654111295	5.251060009	6.066805059	2.087436189	1.790254741	2.844476602
FIG4	5.687147773	3.431036864	3.462359487	8.065189656	3.210541245	6.003905943	3.06190333	6.66367658	7.434715117	4.25662046	4.31925801	8.068699258	7.054599497	8.235279665	6.423942334	7.934883584	3.731737568
FIGF	0.459831231	0.122596736	0.491807765	0.291699531	0.750436633	0.795507421	0.86702977	0.088360571	0.055730897	0.285549345	0.177341062	0.185516256	0.063838022	0.624120295	-0.059324623	0.171201817	0.357329814
FIGLA	0.799153453	0.118659389	0.807774913	0.75763419	-0.237897087	0.210955669	0.490233466	0.209407763	0.327183614	0.044154283	0.175781249	0.262106909	0.502377085	0.179971074	0.154045186	0.073894356	0.335732957
